68, v, 85, 90
33, Q, 73, 22
72, p, 1, 15
23, o, 54, 42
20, z, 46, 28
77, r, 45, 68
64, c, 100, 78
84, c, 2, 67
94, j, 51, 24
56, u, 52, 54
73, w, 81, 36
69, t, 8, 21
88, t, 6, 67
41, q, 26, 53
32, l, 92, 46
31, a, 18, 58
82, T, 50, 6
68, z, 6, 78
23, a, 22, 59
44, l, 14, 71
7, I, 85, 13
50, f, 55, 58
13, u, 13, 80
36, p, 64, 83
24, M, 53, 83
53, K, 23, 14
75, y, 13, 41
95, q, 81, 80
49, k, 24, 70
21, t, 76, 49
24, Q, 68, 98
75, g, 92, 75
91, F, 79, 31
68, P, 12, 36
42, y, 25, 50
3, y, 83, 23
40, F, 43, 78
79, n, 17, 82
58, b, 50, 23
1, E, 12, 36
17, k, 82, 11
15, c, 61, 22
69, U, 19, 100
24, T, 45, 31
81, z, 96, 70
83, w, 18, 31
57, v, 27, 51
16, S, 96, 85
55, o, 16, 5
1, F, 63, 18
98, N, 61, 85
5, b, 99, 13
33, O, 72, 6
51, F, 35, 16
69, J, 80, 93
4, T, 89, 1
82, H, 100, 82
84, s, 52, 26
53, C, 47, 81
28, I, 75, 34
54, y, 99, 96
7, a, 52, 53
83, e, 2, 63
83, V, 56, 89
27, O, 54, 18
69, U, 4, 14
49, E, 65, 87
24, r, 1, 29
90, V, 45, 68
35, L, 97, 76
23, o, 81, 89
50, P, 70, 82
13, U, 2, 96
25, m, 75, 96
67, z, 66, 15
45, Z, 90, 36
74, B, 35, 91
3, y, 19, 56
81, U, 72, 60
75, z, 73, 47
22, l, 84, 76
95, y, 15, 78
40, V, 82, 71
25, K, 96, 95
85, L, 2, 62
63, f, 18, 80
63, N, 59, 25
61, p, 86, 62
94, X, 32, 71
1, g, 54, 96
73, Y, 90, 77
71, I, 24, 94
56, t, 63, 1
24, c, 7, 31
63, C, 71, 85
99, y, 18, 16
20, x, 61, 89
54, A, 70, 63
41, V, 4, 60
90, Q, 1, 50
22, z, 34, 50
93, I, 46, 63
74, G, 56, 83
10, O, 1, 96
99, V, 12, 99
48, K, 50, 22
80, t, 68, 44
59, R, 67, 86
72, f, 33, 60
54, p, 60, 97
19, H, 29, 52
23, q, 91, 80
57, f, 82, 92
13, x, 2, 42
22, R, 45, 59
45, O, 19, 93
30, t, 78, 70
33, f, 54, 77
10, v, 33, 80
32, Z, 54, 77
5, X, 49, 90
53, W, 100, 99
30, v, 82, 70
89, I, 43, 88
36, e, 53, 3
89, x, 28, 92
59, u, 87, 36
20, J, 56, 24
65, u, 33, 12
18, y, 30, 97
78, v, 19, 17
93, r, 77, 33
18, z, 12, 95
42, Z, 12, 74
77, n, 4, 21
43, B, 73, 89
85, I, 15, 76
67, D, 51, 92
39, W, 27, 67
76, y, 67, 79
64, Y, 76, 86
22, B, 77, 93
40, Y, 16, 24
64, J, 64, 91
3, B, 95, 96
49, L, 96, 46
32, u, 94, 9
84, p, 6, 29
65, I, 60, 36
0, u, 16, 9
71, W, 63, 73
43, l, 79, 5
22, G, 70, 50
6, b, 63, 50
47, S, 38, 95
60, U, 19, 51
96, M, 83, 91
76, e, 53, 0
61, Y, 36, 30
8, V, 0, 4
41, l, 89, 30
23, b, 58, 43
30, V, 20, 40
65, w, 64, 61
88, w, 20, 36
60, s, 19, 39
45, V, 11, 33
14, u, 56, 38
31, h, 70, 19
26, S, 6, 11
25, v, 70, 92
49, v, 20, 75
63, K, 95, 74
91, o, 73, 88
5, O, 22, 30
92, V, 31, 58
13, j, 16, 24
81, X, 77, 59
52, K, 79, 92
44, Z, 25, 72
95, T, 78, 13
51, i, 40, 25
51, O, 78, 71
13, x, 0, 100
65, D, 19, 85
54, a, 53, 85
69, N, 63, 15
55, p, 16, 19
10, G, 47, 39
94, Q, 5, 23
61, h, 3, 70
78, z, 12, 97
100, d, 93, 21
78, m, 64, 1
77, K, 89, 39
9, T, 17, 10
2, D, 12, 20
61, S, 86, 57
39, M, 57, 4
38, K, 52, 86
0, H, 46, 61
22, Q, 22, 56
29, l, 87, 7
98, z, 19, 91
91, M, 9, 4
82, C, 88, 57
76, M, 61, 74
38, V, 53, 36
80, G, 50, 71
13, y, 18, 78
89, z, 95, 30
80, c, 25, 54
96, E, 67, 12
96, P, 67, 82
14, H, 70, 38
65, M, 67, 17
17, d, 21, 94
29, e, 9, 25
28, F, 72, 54
54, K, 23, 24
7, D, 70, 31
8, d, 97, 10
12, M, 62, 4
38, R, 22, 5
97, g, 88, 53
95, r, 8, 19
7, I, 26, 2
7, q, 60, 42
59, G, 23, 40
75, W, 56, 80
23, v, 57, 88
48, b, 93, 43
92, c, 81, 71
60, Y, 33, 59
48, q, 61, 64
83, l, 84, 62
10, U, 75, 58
78, q, 87, 13
36, T, 15, 1
39, T, 29, 42
22, r, 66, 96
66, e, 27, 5
59, v, 12, 100
5, J, 5, 24
42, Z, 80, 88
5, K, 38, 68
63, u, 25, 13
57, K, 21, 32
5, f, 16, 99
65, K, 53, 67
77, Z, 83, 6
25, a, 23, 30
37, u, 69, 90
5, G, 24, 86
96, D, 37, 49
51, q, 94, 31
8, M, 0, 76
76, y, 24, 4
37, I, 52, 17
13, S, 69, 54
67, T, 46, 86
27, p, 3, 7
93, F, 54, 26
80, Q, 53, 52
87, t, 96, 76
25, F, 57, 15
85, N, 44, 81
62, A, 83, 2
14, y, 60, 9
31, C, 93, 86
94, Z, 94, 46
15, H, 19, 49
86, B, 53, 70
46, M, 60, 20
52, T, 39, 20
95, d, 93, 41
61, b, 71, 84
78, P, 35, 37
88, C, 19, 42
48, y, 48, 30
80, G, 72, 29
39, y, 32, 30
14, h, 20, 14
42, g, 69, 54
3, l, 21, 36
77, u, 51, 41
47, S, 77, 3
35, i, 57, 29
98, h, 70, 100
19, N, 80, 48
17, y, 94, 95
13, y, 97, 69
85, c, 59, 78
22, M, 61, 69
31, e, 4, 52
32, n, 48, 94
11, M, 47, 33
74, t, 33, 100
17, K, 59, 77
25, l, 0, 33
63, T, 84, 51
63, S, 10, 1
57, U, 57, 83
77, U, 31, 30
49, k, 6, 65
92, e, 67, 98
33, U, 86, 31
3, p, 24, 3
46, Q, 55, 38
50, u, 84, 88
55, k, 80, 80
57, Z, 51, 97
66, g, 93, 32
26, x, 91, 47
93, M, 55, 73
96, f, 8, 69
88, R, 94, 38
42, f, 89, 29
15, L, 24, 95
84, e, 50, 34
7, l, 71, 37
19, H, 14, 53
42, K, 97, 17
54, U, 56, 55
41, p, 86, 89
46, v, 87, 35
8, f, 35, 33
82, v, 73, 42
45, d, 12, 50
99, V, 97, 72
35, p, 48, 35
33, x, 10, 14
50, f, 55, 15
71, I, 99, 16
4, f, 91, 89
55, M, 41, 22
79, Y, 52, 77
85, g, 14, 36
57, g, 24, 54
3, z, 38, 45
19, H, 100, 59
90, j, 39, 64
63, b, 94, 78
85, u, 60, 56
35, R, 64, 30
77, B, 5, 66
52, j, 95, 50
15, x, 15, 83
38, v, 11, 86
1, W, 13, 87
9, Y, 68, 47
84, a, 25, 97
97, F, 68, 40
72, z, 36, 35
67, B, 46, 98
2, u, 88, 84
60, X, 33, 41
79, p, 80, 22
14, v, 100, 81
46, S, 60, 3
74, S, 90, 20
20, s, 12, 32
73, J, 73, 9
92, s, 16, 31
49, b, 92, 51
40, U, 20, 77
84, k, 14, 6
0, v, 51, 63
16, c, 34, 96
22, p, 53, 55
0, r, 6, 26
53, H, 41, 81
70, S, 86, 16
33, O, 75, 57
13, R, 61, 15
26, F, 50, 6
49, M, 88, 18
19, w, 42, 63
50, x, 47, 91
12, Y, 39, 51
55, I, 21, 87
8, i, 11, 57
12, J, 82, 3
96, c, 90, 27
66, c, 0, 17
48, D, 82, 58
77, b, 4, 62
25, G, 6, 87
48, l, 23, 48
6, L, 97, 9
45, u, 83, 31
11, H, 18, 76
48, X, 54, 29
64, G, 4, 9
7, e, 47, 45
52, u, 22, 78
51, r, 54, 6
35, H, 45, 70
82, l, 51, 79
76, t, 0, 54
88, D, 67, 67
41, S, 93, 47
30, T, 20, 52
19, A, 90, 52
90, G, 3, 74
93, Z, 82, 70
68, d, 14, 7
32, f, 22, 1
27, E, 18, 100
56, P, 76, 89
70, y, 52, 96
19, c, 88, 20
34, o, 84, 86
84, u, 79, 81
3, j, 69, 9
87, T, 12, 80
27, a, 73, 31
76, m, 21, 66
41, I, 87, 98
88, V, 85, 79
45, B, 70, 47
42, T, 61, 68
83, F, 88, 1
89, i, 91, 36
64, J, 21, 25
72, R, 73, 25
44, s, 72, 10
12, r, 1, 71
19, j, 61, 60
61, x, 41, 98
57, q, 100, 19
97, x, 48, 87
62, C, 58, 94
94, g, 64, 26
12, k, 23, 78
97, p, 94, 0
87, M, 86, 90
42, Y, 74, 91
58, P, 43, 34
43, b, 55, 16
9, i, 32, 61
96, B, 97, 25
66, O, 98, 40
46, m, 0, 67
9, W, 76, 0
21, p, 82, 47
22, d, 75, 58
91, N, 96, 23
13, o, 6, 91
0, I, 2, 26
90, o, 0, 95
85, o, 96, 58
36, T, 83, 34
86, I, 81, 5
71, S, 46, 32
27, F, 88, 85
9, x, 95, 66
75, L, 82, 1
66, t, 78, 79
23, f, 91, 59
14, q, 30, 3
91, g, 68, 21
17, X, 21, 68
12, x, 92, 13
63, s, 4, 72
22, B, 66, 63
38, L, 52, 100
16, S, 37, 54
47, U, 44, 9
55, Y, 52, 44
26, p, 24, 25
6, Y, 47, 99
55, C, 41, 46
80, A, 92, 30
14, H, 10, 72
67, v, 61, 48
93, F, 13, 67
32, Z, 90, 0
63, s, 20, 39
60, M, 87, 82
14, r, 14, 83
22, F, 33, 90
14, j, 96, 30
91, c, 93, 43
19, X, 1, 40
62, X, 21, 36
26, W, 86, 72
24, R, 77, 17
7, f, 27, 32
37, K, 75, 85
26, n, 46, 48
91, u, 76, 24
43, O, 18, 86
28, s, 77, 18
90, j, 45, 39
53, Q, 67, 18
45, G, 40, 53
57, T, 98, 64
97, H, 80, 9
11, Z, 49, 18
34, T, 69, 68
19, W, 99, 54
95, i, 59, 30
85, z, 40, 52
63, z, 52, 52
25, m, 63, 8
34, D, 22, 63
54, W, 61, 57
66, p, 58, 31
43, W, 12, 80
55, I, 35, 14
46, O, 55, 75
49, K, 83, 59
75, J, 83, 62
90, G, 83, 23
48, o, 61, 69
86, N, 33, 95
16, t, 79, 77
86, n, 64, 35
52, g, 5, 31
69, i, 32, 93
49, u, 52, 4
85, U, 99, 97
76, M, 45, 8
59, H, 62, 33
26, o, 79, 79
20, G, 77, 41
91, P, 16, 72
79, G, 53, 42
48, r, 54, 90
4, U, 51, 32
80, n, 61, 84
45, U, 65, 56
9, E, 74, 68
44, m, 96, 55
21, S, 47, 59
52, P, 46, 3
7, I, 91, 88
7, r, 99, 19
22, p, 6, 42
53, Q, 83, 69
47, x, 66, 50
48, q, 60, 80
34, H, 31, 71
43, Z, 39, 37
59, G, 32, 100
93, Y, 7, 51
71, M, 42, 76
40, e, 18, 35
20, s, 16, 0
70, N, 91, 82
62, K, 69, 51
36, G, 18, 90
48, s, 99, 47
55, d, 6, 5
92, r, 41, 31
87, O, 0, 15
28, Q, 45, 78
20, a, 60, 26
82, d, 76, 53
70, L, 87, 89
41, D, 82, 45
36, o, 99, 75
46, P, 4, 71
34, Z, 44, 25
59, S, 12, 6
26, a, 41, 27
42, x, 49, 1
9, R, 26, 81
59, U, 39, 0
9, p, 37, 96
31, w, 33, 99
77, u, 61, 84
50, b, 4, 24
88, s, 69, 12
22, f, 9, 29
24, K, 5, 70
23, l, 5, 41
19, V, 100, 100
87, d, 73, 48
45, O, 20, 43
67, I, 0, 46
51, L, 94, 53
42, i, 75, 40
18, g, 56, 70
65, o, 61, 33
12, T, 68, 88
93, C, 93, 5
21, T, 85, 33
82, s, 97, 1
5, Y, 57, 23
87, a, 17, 25
77, r, 15, 57
84, p, 8, 66
60, w, 30, 30
33, V, 44, 43
51, f, 12, 86
84, X, 22, 28
13, z, 50, 17
25, A, 59, 47
37, S, 88, 17
20, G, 38, 94
0, c, 67, 40
20, E, 96, 84
0, H, 55, 31
98, H, 93, 88
7, g, 79, 38
83, E, 8, 79
25, n, 74, 42
3, T, 70, 38
93, k, 21, 81
12, W, 25, 61
48, U, 98, 17
28, p, 46, 43
69, M, 73, 45
19, u, 24, 42
96, c, 53, 91
40, E, 3, 17
27, X, 15, 47
63, j, 10, 2
34, N, 100, 15
69, d, 22, 16
55, A, 2, 57
66, V, 89, 25
73, y, 100, 10
61, W, 72, 61
19, Y, 59, 91
3, c, 47, 15
32, o, 5, 83
67, h, 95, 35
55, h, 55, 76
95, E, 54, 62
25, y, 93, 56
50, g, 54, 83
40, G, 26, 51
74, n, 86, 0
57, h, 22, 73
26, o, 34, 78
57, b, 27, 30
60, F, 54, 59
39, L, 26, 67
78, k, 85, 89
19, t, 14, 23
57, U, 50, 93
51, d, 32, 43
69, D, 63, 48
46, i, 33, 41
74, D, 91, 64
92, y, 71, 68
57, k, 75, 62
1, Q, 31, 47
35, A, 0, 97
56, G, 49, 58
46, z, 89, 1
46, z, 74, 8
64, R, 31, 95
59, h, 86, 52
71, t, 35, 79
74, f, 2, 93
72, T, 41, 89
39, j, 71, 54
90, m, 78, 66
51, E, 12, 25
61, m, 53, 87
47, B, 69, 36
69, R, 26, 61
70, i, 23, 68
5, o, 32, 42
7, g, 8, 84
44, b, 66, 87
53, N, 51, 82
87, x, 95, 30
26, S, 42, 48
10, a, 27, 19
10, D, 2, 36
34, c, 96, 71
17, l, 77, 97
22, K, 60, 17
53, Q, 86, 92
99, U, 73, 41
3, I, 75, 61
71, R, 5, 90
96, C, 59, 41
62, f, 11, 60
33, c, 55, 72
45, C, 9, 26
11, E, 54, 42
5, s, 55, 48
17, q, 65, 98
100, M, 0, 52
40, B, 57, 48
32, a, 29, 44
20, F, 97, 72
11, k, 40, 10
11, T, 46, 75
10, L, 25, 50
47, F, 15, 85
79, i, 22, 86
91, W, 83, 20
53, h, 51, 99
37, i, 15, 65
41, U, 74, 37
85, y, 50, 15
54, B, 81, 38
20, l, 67, 16
20, u, 19, 59
77, X, 62, 69
20, f, 62, 85
81, Q, 40, 56
90, r, 20, 31
63, V, 75, 98
86, K, 100, 45
33, a, 99, 90
23, m, 4, 5
22, N, 73, 29
60, f, 18, 8
63, f, 50, 50
68, A, 88, 4
54, z, 84, 62
71, d, 62, 40
92, l, 32, 83
22, g, 92, 50
49, F, 48, 20
11, a, 86, 71
4, K, 17, 30
14, w, 64, 79
8, i, 35, 54
74, b, 93, 73
46, r, 40, 62
32, u, 29, 23
44, c, 51, 23
98, V, 17, 60
25, m, 66, 13
70, H, 61, 99
78, Z, 92, 33
90, F, 91, 75
10, i, 4, 12
71, g, 19, 99
90, e, 37, 8
78, z, 55, 7
89, q, 24, 93
77, T, 20, 83
38, H, 81, 79
32, Z, 67, 24
8, F, 33, 95
68, e, 39, 92
43, Y, 19, 20
82, C, 98, 63
3, R, 99, 18
91, Y, 88, 12
89, N, 44, 30
82, x, 5, 53
9, M, 56, 16
78, U, 73, 69
32, O, 15, 14
25, i, 96, 77
94, W, 7, 26
66, o, 72, 89
63, k, 90, 50
66, i, 79, 57
37, p, 33, 60
91, Z, 45, 78
49, W, 32, 95
54, R, 70, 62
4, p, 13, 86
3, v, 69, 40
47, K, 83, 21
24, O, 45, 66
36, c, 47, 77
40, X, 8, 39
48, c, 12, 11
94, f, 70, 7
72, p, 33, 23
2, d, 91, 39
6, L, 18, 16
57, k, 6, 70
97, L, 9, 55
73, p, 71, 29
66, h, 9, 41
82, x, 60, 42
18, t, 31, 28
82, W, 70, 17
96, B, 27, 95
33, m, 26, 9
0, m, 94, 96
31, j, 68, 77
31, V, 78, 70
13, A, 6, 0
59, m, 84, 76
79, F, 82, 58
15, c, 81, 49
13, c, 65, 26
62, s, 93, 91
61, j, 72, 60
58, m, 36, 50
46, l, 9, 44
68, C, 73, 100
40, S, 13, 27
86, f, 76, 14
87, q, 2, 55
77, I, 43, 18
17, W, 86, 3
35, f, 81, 31
95, x, 85, 3
54, D, 3, 80
32, U, 87, 63
7, M, 20, 49
36, q, 79, 53
11, U, 48, 57
97, U, 40, 16
44, f, 44, 18
59, c, 74, 61
90, l, 41, 51
18, Z, 65, 96
42, l, 28, 77
99, S, 45, 24
81, v, 68, 1
91, A, 94, 91
8, N, 16, 76
54, b, 44, 92
56, l, 18, 73
82, t, 16, 29
55, X, 7, 77
29, D, 98, 100
13, U, 93, 19
54, M, 62, 25
63, b, 42, 17
49, E, 82, 2
34, S, 34, 93
16, o, 0, 83
94, R, 98, 16
66, L, 45, 86
30, m, 72, 48
46, P, 59, 84
92, f, 67, 86
24, G, 3, 2
3, U, 63, 31
30, d, 19, 78
92, i, 47, 12
69, w, 13, 71
80, E, 24, 69
53, b, 9, 94
77, r, 80, 57
0, O, 61, 91
79, j, 15, 41
97, v, 87, 46
66, h, 21, 3
98, n, 13, 19
92, H, 12, 34
78, w, 56, 14
31, b, 18, 72
75, Q, 17, 56
11, Q, 89, 19
33, X, 81, 51
33, r, 80, 57
49, E, 43, 53
19, F, 48, 4
51, h, 2, 31
83, E, 72, 43
96, z, 89, 76
97, G, 8, 6
77, X, 98, 29
91, p, 99, 68
70, P, 69, 2
4, j, 20, 52
88, a, 17, 37
90, s, 53, 27
96, b, 12, 70
85, w, 86, 47
30, i, 83, 35
76, e, 82, 93
82, B, 72, 11
50, f, 4, 15
13, U, 69, 27
10, k, 98, 68
69, S, 11, 31
87, u, 2, 72
88, H, 55, 37
29, b, 78, 8
2, X, 6, 25
12, T, 55, 52
20, v, 70, 20
28, L, 81, 41
4, u, 16, 77
40, i, 56, 61
36, R, 16, 50
25, U, 73, 19
27, L, 88, 63
9, q, 71, 19
35, v, 42, 37
99, g, 62, 8
26, F, 20, 41
2, N, 9, 78
32, U, 83, 84
78, z, 31, 49
22, L, 39, 82
85, p, 63, 26
80, t, 27, 84
37, L, 42, 69
68, p, 6, 58
88, h, 65, 47
7, z, 45, 7
17, u, 85, 4
73, o, 50, 39
67, l, 47, 93
25, B, 45, 10
47, i, 42, 25
71, I, 24, 23
38, U, 16, 72
31, x, 60, 46
0, e, 76, 79
35, W, 71, 84
13, k, 82, 79
96, J, 12, 38
36, k, 28, 95
54, w, 58, 52
61, E, 22, 72
40, w, 74, 26
37, u, 85, 100
96, V, 25, 73
62, l, 12, 49
81, y, 88, 45
81, Y, 94, 76
55, r, 21, 95
1, m, 31, 92
7, Z, 20, 38
26, J, 90, 42
53, h, 78, 95
10, e, 99, 99
67, O, 61, 22
1, U, 36, 84
70, g, 38, 64
12, X, 67, 47
38, w, 23, 21
36, H, 82, 35
37, X, 76, 85
21, b, 42, 97
99, f, 94, 67
98, Q, 8, 76
28, M, 54, 20
61, K, 92, 79
18, a, 70, 60
2, P, 27, 31
4, X, 70, 28
9, G, 100, 43
47, w, 58, 41
42, c, 62, 42
13, j, 77, 55
89, O, 44, 70
36, b, 82, 1
49, w, 48, 96
2, d, 36, 43
54, Q, 78, 74
42, R, 72, 68
14, y, 4, 52
44, t, 36, 28
72, P, 71, 27
9, q, 92, 65
40, g, 56, 23
65, E, 94, 65
66, I, 5, 12
37, o, 56, 26
87, l, 33, 32
46, c, 52, 10
30, D, 3, 48
45, E, 87, 44
94, n, 24, 78
18, l, 88, 69
35, m, 31, 46
45, A, 27, 70
66, o, 30, 63
56, b, 46, 90
68, E, 84, 78
60, I, 87, 40
52, E, 77, 86
82, A, 51, 5
66, w, 99, 16
7, u, 67, 81
63, c, 60, 38
77, k, 27, 73
99, k, 39, 81
41, o, 26, 53
33, r, 88, 11
14, k, 56, 8
12, Z, 16, 91
40, d, 97, 22
39, F, 41, 99
23, d, 70, 37
3, q, 72, 23
58, b, 9, 35
91, L, 16, 68
46, L, 56, 24
68, M, 53, 4
5, f, 70, 52
97, E, 4, 85
95, q, 24, 53
78, w, 71, 42
38, Z, 67, 0
12, G, 67, 17
76, K, 2, 82
75, K, 25, 98
9, m, 18, 73
24, R, 40, 77
48, g, 29, 5
91, P, 72, 82
1, g, 0, 69
3, b, 88, 75
56, d, 28, 8
0, j, 38, 95
50, w, 41, 27
31, p, 96, 68
62, q, 8, 3
73, w, 21, 13
86, J, 94, 74
30, j, 10, 100
18, d, 20, 53
95, X, 86, 6
13, c, 88, 18
78, N, 73, 60
65, S, 37, 86
23, J, 59, 17
50, A, 26, 20
37, M, 29, 15
37, T, 76, 65
31, t, 71, 19
53, S, 16, 74
42, y, 47, 63
40, r, 62, 77
100, H, 21, 23
58, b, 63, 1
72, w, 32, 37
93, z, 26, 6
47, H, 9, 16
36, h, 41, 11
13, a, 4, 63
1, f, 30, 57
71, I, 5, 72
94, N, 11, 58
85, N, 15, 48
50, A, 67, 97
3, m, 83, 22
74, W, 10, 34
58, i, 24, 10
9, S, 3, 94
81, l, 100, 59
45, m, 2, 15
19, N, 81, 12
60, u, 6, 70
63, F, 11, 97
65, Q, 84, 88
6, F, 58, 22
61, j, 6, 73
2, i, 81, 68
49, f, 3, 47
54, n, 0, 63
73, E, 84, 35
29, X, 65, 71
94, r, 39, 71
84, T, 58, 66
68, d, 76, 74
12, P, 8, 66
27, g, 53, 29
21, u, 55, 52
47, D, 63, 100
28, k, 91, 43
63, V, 18, 65
27, Y, 15, 99
47, G, 33, 87
27, C, 89, 16
80, e, 47, 57
63, A, 98, 82
3, r, 59, 76
53, N, 55, 84
60, i, 94, 66
62, m, 90, 80
44, n, 61, 21
99, P, 90, 68
100, f, 50, 100
21, F, 32, 89
83, j, 75, 91
89, F, 98, 34
63, c, 77, 40
41, V, 70, 90
44, c, 4, 60
7, F, 85, 50
70, s, 30, 19
13, D, 30, 20
59, U, 63, 18
18, z, 54, 10
10, J, 98, 9
0, v, 87, 58
64, f, 54, 69
81, X, 89, 93
54, b, 68, 68
47, f, 62, 18
40, U, 19, 91
24, G, 6, 63
57, I, 29, 94
80, a, 76, 89
7, C, 87, 64
27, C, 71, 41
94, L, 38, 80
99, D, 92, 76
2, T, 34, 51
78, j, 27, 60
87, R, 65, 54
45, J, 69, 83
